customer_id,loan_id,risk_score_ml,risk_tier,segment_label
C02307,LN404912,45.3,Amber,Prime Borrowers
C02311,LN435922,15.7,Green,Prime Borrowers
C02312,LN126570,42.3,Amber,Near-Prime Borrowers
C02314,LN880274,51.5,Amber,Prime Borrowers
C02315,LN828488,74.4,Red,High-Risk Borrowers
C02317,LN587508,37.2,Amber,Prime Borrowers
C02319,LN668506,33.8,Green,Prime Borrowers
C02320,LN735878,74.0,Red,High-Risk Borrowers
C02322,LN821317,25.9,Green,Subprime Borrowers
C02324,LN251631,12.1,Green,Prime Borrowers
C02327,LN785506,18.0,Green,Prime Borrowers
C02331,LN390309,20.4,Green,Prime Borrowers
C02335,LN599399,25.7,Green,Near-Prime Borrowers
C02336,LN974594,12.7,Green,Prime Borrowers
C02337,LN508424,39.0,Amber,Prime Borrowers
C02342,LN557903,35.2,Amber,Prime Borrowers
C02344,LN807817,58.5,Amber,Prime Borrowers
C02345,LN483884,29.3,Green,Subprime Borrowers
C02350,LN876173,34.4,Green,Prime Borrowers
C02352,LN762276,61.1,Amber,Prime Borrowers
C02353,LN246165,8.3,Green,Prime Borrowers
C02355,LN641596,15.8,Green,Near-Prime Borrowers
C02356,LN687524,43.9,Amber,Prime Borrowers
C02357,LN136449,75.0,Red,High-Risk Borrowers
C02358,LN835964,63.3,Amber,High-Risk Borrowers
C02360,LN408534,18.7,Green,Prime Borrowers
C02363,LN479039,51.0,Amber,Prime Borrowers
C02364,LN402460,20.1,Green,Prime Borrowers
C02367,LN653369,35.7,Amber,Prime Borrowers
C02368,LN215197,61.9,Amber,Prime Borrowers
C02371,LN851746,23.0,Green,Prime Borrowers
C02372,LN881895,57.7,Amber,Near-Prime Borrowers
C02374,LN486723,32.1,Green,Near-Prime Borrowers
C02376,LN714993,53.1,Amber,Prime Borrowers
C02378,LN848477,23.5,Green,Prime Borrowers
C02381,LN547211,13.9,Green,Prime Borrowers
C02382,LN298269,21.1,Green,Prime Borrowers
C02383,LN480480,34.8,Green,High-Risk Borrowers
C02384,LN509314,65.8,Red,Prime Borrowers
C02385,LN432154,25.4,Green,Near-Prime Borrowers
C02389,LN826736,18.2,Green,Prime Borrowers
C02393,LN964804,74.2,Red,High-Risk Borrowers
C02396,LN718208,35.9,Amber,High-Risk Borrowers
C02397,LN805744,13.2,Green,Near-Prime Borrowers
C02402,LN352750,27.2,Green,Prime Borrowers
C02403,LN183940,19.5,Green,Prime Borrowers
C02404,LN285795,23.1,Green,Prime Borrowers
C02409,LN684956,65.4,Red,High-Risk Borrowers
C02410,LN754471,13.3,Green,Subprime Borrowers
C02413,LN801330,52.2,Amber,High-Risk Borrowers
C02414,LN306470,39.6,Amber,Near-Prime Borrowers
C02415,LN866411,50.1,Amber,Prime Borrowers
C02421,LN603691,24.1,Green,Prime Borrowers
C02423,LN644692,46.3,Amber,High-Risk Borrowers
C02425,LN689290,48.0,Amber,Near-Prime Borrowers
C02428,LN100574,31.0,Green,Prime Borrowers
C02430,LN760004,19.3,Green,Prime Borrowers
C02432,LN286055,18.2,Green,Prime Borrowers
C02434,LN145178,59.4,Amber,Near-Prime Borrowers
C02435,LN875504,68.0,Red,High-Risk Borrowers
C02436,LN728634,61.4,Amber,Prime Borrowers
C02437,LN890140,18.0,Green,Near-Prime Borrowers
C02439,LN427798,22.7,Green,Subprime Borrowers
C02446,LN711331,9.1,Green,Near-Prime Borrowers
C02449,LN215593,17.0,Green,Prime Borrowers
C02451,LN530511,17.1,Green,Prime Borrowers
C02452,LN979603,44.0,Amber,Prime Borrowers
C02453,LN626212,25.9,Green,Prime Borrowers
C02456,LN652724,18.3,Green,Prime Borrowers
C02457,LN411411,52.2,Amber,High-Risk Borrowers
C02459,LN409001,16.0,Green,Prime Borrowers
C02460,LN833978,28.0,Green,Near-Prime Borrowers
C02463,LN713785,49.0,Amber,Prime Borrowers
C02465,LN497181,16.5,Green,Near-Prime Borrowers
C02466,LN331670,60.8,Amber,High-Risk Borrowers
C02467,LN870511,34.0,Green,Prime Borrowers
C02468,LN143979,34.4,Green,Prime Borrowers
C02469,LN259865,21.9,Green,Prime Borrowers
C02471,LN243313,63.4,Amber,Prime Borrowers
C02472,LN288826,49.8,Amber,Prime Borrowers
C02474,LN778332,15.3,Green,Prime Borrowers
C02476,LN526091,11.9,Green,Near-Prime Borrowers
C02478,LN710640,28.7,Green,Near-Prime Borrowers
C02482,LN469420,70.2,Red,High-Risk Borrowers
C02483,LN157366,79.6,Red,High-Risk Borrowers
C02486,LN476420,44.4,Amber,High-Risk Borrowers
C02491,LN906190,74.9,Red,High-Risk Borrowers
C02494,LN470389,18.3,Green,Prime Borrowers
C02496,LN857984,77.7,Red,High-Risk Borrowers
C02499,LN112737,46.4,Amber,Prime Borrowers
C02500,LN133997,56.5,Amber,Near-Prime Borrowers
C02502,LN627137,24.1,Green,Prime Borrowers
C02503,LN399379,13.7,Green,Prime Borrowers
C02504,LN325964,29.7,Green,Prime Borrowers
C02505,LN374006,10.5,Green,Near-Prime Borrowers
C02506,LN456917,49.0,Amber,Prime Borrowers
C02509,LN898762,70.5,Red,High-Risk Borrowers
C02510,LN679466,48.6,Amber,Near-Prime Borrowers
C02514,LN793060,52.6,Amber,High-Risk Borrowers
C02516,LN349414,11.6,Green,Prime Borrowers
C02518,LN258277,63.0,Amber,Near-Prime Borrowers
C02521,LN181900,53.4,Amber,Prime Borrowers
C02523,LN182485,66.5,Red,Prime Borrowers
C02524,LN216399,62.2,Amber,Prime Borrowers
C02525,LN922173,15.6,Green,Prime Borrowers
C02527,LN432274,43.7,Amber,Prime Borrowers
C02528,LN308887,38.1,Amber,Prime Borrowers
C02530,LN704747,48.3,Amber,High-Risk Borrowers
C02531,LN106264,42.4,Amber,Near-Prime Borrowers
C02532,LN987429,18.3,Green,Near-Prime Borrowers
C02533,LN206000,27.5,Green,Prime Borrowers
C02535,LN193037,69.3,Red,Prime Borrowers
C02537,LN666345,56.3,Amber,High-Risk Borrowers
C02539,LN393417,70.5,Red,High-Risk Borrowers
C02542,LN922500,14.5,Green,Prime Borrowers
C02546,LN391898,62.3,Amber,High-Risk Borrowers
C02547,LN856213,32.4,Green,Prime Borrowers
C02550,LN339886,64.4,Amber,High-Risk Borrowers
C02551,LN314411,30.7,Green,Prime Borrowers
C02553,LN825669,57.5,Amber,Prime Borrowers
C02555,LN446612,19.4,Green,Prime Borrowers
C02558,LN691295,13.3,Green,Prime Borrowers
C02559,LN220424,13.1,Green,Near-Prime Borrowers
C02560,LN570037,20.2,Green,Near-Prime Borrowers
C02561,LN957050,57.1,Amber,Near-Prime Borrowers
C02562,LN711230,78.4,Red,High-Risk Borrowers
C02565,LN783343,44.9,Amber,High-Risk Borrowers
C02567,LN418231,56.3,Amber,High-Risk Borrowers
C02569,LN310420,11.1,Green,Prime Borrowers
C02570,LN909590,43.9,Amber,Near-Prime Borrowers
C02571,LN917562,35.0,Amber,Prime Borrowers
C02572,LN447997,40.8,Amber,Prime Borrowers
C02573,LN230901,64.0,Amber,Prime Borrowers
C02575,LN388404,16.8,Green,Prime Borrowers
C02577,LN206939,35.6,Amber,Prime Borrowers
C02578,LN937727,30.5,Green,Prime Borrowers
C02580,LN466396,52.1,Amber,High-Risk Borrowers
C02581,LN366262,9.1,Green,Near-Prime Borrowers
C02583,LN652869,19.7,Green,Near-Prime Borrowers
C02585,LN713549,77.3,Red,High-Risk Borrowers
C02588,LN573080,39.5,Amber,Prime Borrowers
C02589,LN385977,16.4,Green,Near-Prime Borrowers
C02594,LN923229,8.5,Green,Near-Prime Borrowers
C02595,LN366669,54.6,Amber,Prime Borrowers
C02603,LN309192,13.2,Green,Prime Borrowers
C02604,LN238852,35.4,Amber,Prime Borrowers
C02605,LN694312,48.7,Amber,High-Risk Borrowers
C02610,LN790113,16.5,Green,Prime Borrowers
C02611,LN615770,37.1,Amber,High-Risk Borrowers
C02615,LN992412,59.9,Amber,Prime Borrowers
C02617,LN235242,13.6,Green,Prime Borrowers
C02618,LN686629,22.8,Green,Prime Borrowers
C02625,LN987780,38.8,Amber,High-Risk Borrowers
C02626,LN929081,35.5,Amber,Prime Borrowers
C02628,LN265277,50.8,Amber,Prime Borrowers
C02629,LN468919,55.5,Amber,High-Risk Borrowers
C02630,LN383976,11.8,Green,Near-Prime Borrowers
C02631,LN405776,45.7,Amber,Prime Borrowers
C02633,LN614575,61.0,Amber,Subprime Borrowers
C02635,LN361528,38.4,Amber,Prime Borrowers
C02638,LN355804,59.3,Amber,High-Risk Borrowers
C02639,LN145902,20.7,Green,Prime Borrowers
C02640,LN294495,29.0,Green,Prime Borrowers
C02641,LN452526,34.7,Green,Near-Prime Borrowers
C02645,LN159923,19.1,Green,Prime Borrowers
C02646,LN481925,62.1,Amber,High-Risk Borrowers
C02648,LN952974,15.7,Green,Prime Borrowers
C02649,LN228412,55.9,Amber,Prime Borrowers
C02650,LN657061,8.4,Green,Prime Borrowers
C02653,LN452136,26.6,Green,High-Risk Borrowers
C02658,LN439078,11.0,Green,Prime Borrowers
C02659,LN630377,44.4,Amber,Prime Borrowers
C02662,LN292222,50.0,Amber,Prime Borrowers
C02663,LN993422,12.9,Green,Subprime Borrowers
C02664,LN402999,41.9,Amber,Prime Borrowers
C02665,LN101431,43.7,Amber,Prime Borrowers
C02666,LN632174,57.2,Amber,Near-Prime Borrowers
C02668,LN993401,46.4,Amber,Prime Borrowers
C02670,LN893280,57.2,Amber,High-Risk Borrowers
C02671,LN990935,12.7,Green,Prime Borrowers
C02674,LN481371,27.1,Green,Prime Borrowers
C02675,LN351748,66.5,Red,High-Risk Borrowers
C02677,LN311277,41.5,Amber,Prime Borrowers
C02681,LN358633,24.0,Green,Near-Prime Borrowers
C02683,LN445482,48.4,Amber,Near-Prime Borrowers
C02685,LN776395,19.1,Green,Prime Borrowers
C02686,LN175312,26.0,Green,Subprime Borrowers
C02688,LN783212,40.3,Amber,Prime Borrowers
C02691,LN249901,18.7,Green,Prime Borrowers
C02692,LN709372,26.7,Green,Prime Borrowers
C02694,LN264915,38.9,Amber,Prime Borrowers
C02695,LN716331,32.7,Green,Prime Borrowers
C02696,LN932174,72.5,Red,High-Risk Borrowers
C02697,LN660359,17.9,Green,Near-Prime Borrowers
C02698,LN782193,44.5,Amber,High-Risk Borrowers
C02699,LN741696,36.7,Amber,Near-Prime Borrowers
C02700,LN396606,46.2,Amber,High-Risk Borrowers
C02701,LN618050,9.8,Green,Near-Prime Borrowers
C02702,LN243933,34.6,Green,Prime Borrowers
C02704,LN560313,33.0,Green,Prime Borrowers
C02706,LN820247,73.1,Red,High-Risk Borrowers
C02708,LN387132,57.7,Amber,High-Risk Borrowers
C02711,LN160758,29.5,Green,Prime Borrowers
C02712,LN820363,55.2,Amber,Prime Borrowers
C02714,LN999544,8.4,Green,Prime Borrowers
C02716,LN876792,41.4,Amber,Prime Borrowers
C02717,LN674375,45.2,Amber,High-Risk Borrowers
C02718,LN663787,43.5,Amber,Prime Borrowers
C02721,LN734181,72.7,Red,Prime Borrowers
C02723,LN773588,61.8,Amber,High-Risk Borrowers
C02725,LN632921,22.5,Green,Prime Borrowers
C02728,LN217699,39.1,Amber,Prime Borrowers
C02734,LN737378,46.3,Amber,Prime Borrowers
C02736,LN384610,16.3,Green,Prime Borrowers
C02737,LN575258,20.4,Green,Prime Borrowers
C02741,LN224408,56.5,Amber,Prime Borrowers
C02747,LN660840,10.4,Green,Prime Borrowers
C02748,LN217107,15.7,Green,Prime Borrowers
C02749,LN149882,31.3,Green,Prime Borrowers
C02750,LN154453,35.3,Amber,Near-Prime Borrowers
C02752,LN662601,69.9,Red,High-Risk Borrowers
C02753,LN593913,46.7,Amber,Near-Prime Borrowers
C02755,LN220965,14.4,Green,Prime Borrowers
C02756,LN310299,32.5,Green,Prime Borrowers
C02757,LN597380,54.4,Amber,Near-Prime Borrowers
C02758,LN803848,74.7,Red,High-Risk Borrowers
C02759,LN836414,34.7,Green,Prime Borrowers
C02760,LN857963,41.7,Amber,High-Risk Borrowers
C02761,LN610956,57.5,Amber,High-Risk Borrowers
C02764,LN338371,54.5,Amber,Prime Borrowers
C02766,LN997673,39.7,Amber,Prime Borrowers
C02768,LN368588,50.4,Amber,Prime Borrowers
C02769,LN435489,38.0,Amber,Prime Borrowers
C02770,LN846619,61.9,Amber,Prime Borrowers
C02771,LN488502,47.7,Amber,Prime Borrowers
C02772,LN553703,34.8,Green,Prime Borrowers
C02773,LN731722,43.5,Amber,Prime Borrowers
C02775,LN683786,42.8,Amber,Prime Borrowers
C02776,LN585573,32.4,Green,High-Risk Borrowers
C02777,LN670330,40.6,Amber,Prime Borrowers
C02782,LN557844,20.8,Green,Prime Borrowers
C02783,LN631143,34.4,Green,Prime Borrowers
C02784,LN930056,68.3,Red,High-Risk Borrowers
C02785,LN335790,37.8,Amber,Prime Borrowers
C02787,LN388709,13.9,Green,Prime Borrowers
C02791,LN290688,53.1,Amber,Prime Borrowers
C02792,LN722123,14.8,Green,Prime Borrowers
C02796,LN652501,12.1,Green,Prime Borrowers
C02798,LN378336,28.5,Green,Prime Borrowers
C02799,LN330504,33.9,Green,Prime Borrowers
C02800,LN727563,25.6,Green,Prime Borrowers
C02802,LN981731,35.1,Amber,Subprime Borrowers
C02804,LN591877,12.6,Green,Prime Borrowers
C02805,LN138134,34.6,Green,Prime Borrowers
C02808,LN164471,19.5,Green,Near-Prime Borrowers
C02809,LN220265,62.2,Amber,High-Risk Borrowers
C02811,LN725852,40.2,Amber,Prime Borrowers
C02812,LN431638,55.5,Amber,High-Risk Borrowers
C02813,LN565272,32.4,Green,High-Risk Borrowers
C02815,LN730681,43.2,Amber,Prime Borrowers
C02816,LN807142,12.5,Green,Prime Borrowers
C02818,LN184850,32.0,Green,Near-Prime Borrowers
C02823,LN109037,15.4,Green,Prime Borrowers
C02825,LN925027,35.8,Amber,Prime Borrowers
C02826,LN314123,52.1,Amber,Prime Borrowers
C02827,LN392555,8.8,Green,Prime Borrowers
C02830,LN709842,43.4,Amber,Prime Borrowers
C02832,LN312652,42.0,Amber,Prime Borrowers
C02834,LN929347,31.2,Green,Near-Prime Borrowers
C02837,LN341092,39.2,Amber,Prime Borrowers
C02838,LN108674,27.9,Green,Prime Borrowers
C02839,LN299192,27.6,Green,Prime Borrowers
C02840,LN684443,21.6,Green,Prime Borrowers
C02842,LN207478,61.5,Amber,Prime Borrowers
C02843,LN137170,35.2,Amber,Prime Borrowers
C02844,LN929870,29.7,Green,Near-Prime Borrowers
C02846,LN204940,59.1,Amber,Prime Borrowers
C02849,LN680572,32.5,Green,High-Risk Borrowers
C02852,LN829927,20.6,Green,Near-Prime Borrowers
C02853,LN836591,16.4,Green,Prime Borrowers
C02855,LN214736,51.9,Amber,Near-Prime Borrowers
C02857,LN459659,20.8,Green,Prime Borrowers
C02859,LN811053,57.4,Amber,Prime Borrowers
C02861,LN679682,32.5,Green,Prime Borrowers
C02862,LN869934,38.3,Amber,Prime Borrowers
C02864,LN729196,77.4,Red,High-Risk Borrowers
C02865,LN872233,11.3,Green,Prime Borrowers
C02866,LN778335,35.5,Amber,Near-Prime Borrowers
C02867,LN788337,44.3,Amber,Near-Prime Borrowers
C02869,LN621493,38.5,Amber,Prime Borrowers
C02871,LN686619,65.5,Red,High-Risk Borrowers
C02875,LN240923,17.2,Green,Near-Prime Borrowers
C02876,LN191839,36.3,Amber,Prime Borrowers
C02878,LN736780,14.3,Green,Prime Borrowers
C02880,LN180099,48.1,Amber,Prime Borrowers
C02881,LN663597,46.2,Amber,High-Risk Borrowers
C02884,LN241368,51.2,Amber,Near-Prime Borrowers
C02887,LN407369,23.0,Green,Prime Borrowers
C02888,LN944079,31.6,Green,Near-Prime Borrowers
C02890,LN630360,35.6,Amber,Prime Borrowers
C02892,LN865787,23.3,Green,Prime Borrowers
C02895,LN878421,16.2,Green,Prime Borrowers
C02898,LN207982,46.9,Amber,Near-Prime Borrowers
C02899,LN842689,42.0,Amber,Prime Borrowers
C02900,LN430484,38.6,Amber,Prime Borrowers
C02901,LN629786,28.2,Green,Prime Borrowers
C02903,LN676839,13.5,Green,Prime Borrowers
C02908,LN460549,40.6,Amber,Subprime Borrowers
C02909,LN625107,59.0,Amber,High-Risk Borrowers
C02915,LN794224,31.5,Green,Prime Borrowers
C02918,LN148602,64.9,Amber,High-Risk Borrowers
C02920,LN741543,43.2,Amber,Prime Borrowers
C02921,LN825651,28.4,Green,Near-Prime Borrowers
C02923,LN915054,51.9,Amber,Prime Borrowers
C02927,LN159181,59.4,Amber,High-Risk Borrowers
C02930,LN463065,8.1,Green,Near-Prime Borrowers
C02932,LN733086,48.1,Amber,Prime Borrowers
C02933,LN425565,70.6,Red,High-Risk Borrowers
C02937,LN994818,19.1,Green,Prime Borrowers
C02938,LN698736,14.0,Green,Prime Borrowers
C02939,LN748412,35.1,Amber,Prime Borrowers
C02940,LN289209,49.7,Amber,High-Risk Borrowers
C02942,LN310592,9.9,Green,Prime Borrowers
C02946,LN449695,62.2,Amber,High-Risk Borrowers
C02948,LN388587,17.2,Green,Prime Borrowers
C02949,LN846087,45.7,Amber,High-Risk Borrowers
C02951,LN282603,20.3,Green,Prime Borrowers
C02952,LN344043,20.6,Green,Prime Borrowers
C02955,LN116599,45.7,Amber,Prime Borrowers
C02960,LN778919,33.1,Green,Prime Borrowers
C02961,LN230835,69.0,Red,High-Risk Borrowers
C02966,LN368394,49.4,Amber,Prime Borrowers
C02969,LN961479,35.1,Amber,High-Risk Borrowers
C02970,LN995939,10.8,Green,Prime Borrowers
C02973,LN656566,18.8,Green,Near-Prime Borrowers
C02974,LN991163,46.6,Amber,Prime Borrowers
C02975,LN199531,38.4,Amber,Prime Borrowers
C02976,LN650897,19.2,Green,Prime Borrowers
C02979,LN243063,51.6,Amber,Near-Prime Borrowers
C02980,LN497227,57.7,Amber,Near-Prime Borrowers
C02982,LN145094,52.5,Amber,Near-Prime Borrowers
C02983,LN543208,54.3,Amber,Near-Prime Borrowers
C02985,LN764424,16.5,Green,Prime Borrowers
C02989,LN257944,21.8,Green,Near-Prime Borrowers
C02992,LN378450,52.3,Amber,High-Risk Borrowers
C02993,LN649938,52.2,Amber,Prime Borrowers
C02994,LN236753,62.4,Amber,Prime Borrowers
C02995,LN549115,21.6,Green,Prime Borrowers
C02999,LN978451,11.1,Green,Prime Borrowers
C03000,LN618650,53.3,Amber,High-Risk Borrowers
C03008,LN349415,33.2,Green,Prime Borrowers
C03010,LN493826,46.5,Amber,Prime Borrowers
C03011,LN927541,16.1,Green,Prime Borrowers
C03015,LN180651,69.5,Red,Near-Prime Borrowers
C03017,LN656898,29.3,Green,Prime Borrowers
C03026,LN589896,42.7,Amber,High-Risk Borrowers
C03027,LN349620,27.6,Green,Prime Borrowers
C03028,LN117651,61.2,Amber,Prime Borrowers
C03029,LN965751,14.3,Green,Prime Borrowers
C03031,LN470008,47.2,Amber,Prime Borrowers
C03032,LN991355,56.7,Amber,Near-Prime Borrowers
C03033,LN326593,59.5,Amber,High-Risk Borrowers
C03035,LN156612,45.5,Amber,High-Risk Borrowers
C03037,LN559503,69.3,Red,Prime Borrowers
C03039,LN875904,47.5,Amber,Near-Prime Borrowers
C03040,LN454373,11.3,Green,Near-Prime Borrowers
C03042,LN125314,39.4,Amber,Prime Borrowers
C03052,LN310904,41.7,Amber,Near-Prime Borrowers
C03053,LN522692,18.8,Green,Near-Prime Borrowers
C03054,LN624044,19.1,Green,Prime Borrowers
C03055,LN533575,40.1,Amber,Prime Borrowers
C03056,LN327191,30.4,Green,High-Risk Borrowers
C03058,LN204305,36.4,Amber,Prime Borrowers
C03060,LN472906,51.0,Amber,Prime Borrowers
C03061,LN587916,36.8,Amber,Prime Borrowers
C03065,LN130776,66.4,Red,High-Risk Borrowers
C03067,LN306234,27.9,Green,Near-Prime Borrowers
C03069,LN584412,46.3,Amber,Prime Borrowers
C03070,LN417972,11.8,Green,Prime Borrowers
C03071,LN390946,66.9,Red,High-Risk Borrowers
C03074,LN611773,13.9,Green,Prime Borrowers
C03076,LN731000,35.5,Amber,Prime Borrowers
C03077,LN502184,66.5,Red,High-Risk Borrowers
C03078,LN576273,71.0,Red,High-Risk Borrowers
C03079,LN967610,18.6,Green,Prime Borrowers
C03080,LN664872,12.6,Green,Near-Prime Borrowers
C03081,LN985946,37.7,Amber,Prime Borrowers
C03084,LN368502,75.8,Red,High-Risk Borrowers
C03086,LN119276,11.2,Green,Near-Prime Borrowers
C03087,LN969022,55.9,Amber,High-Risk Borrowers
C03088,LN339937,10.6,Green,Near-Prime Borrowers
C03089,LN888335,54.4,Amber,Prime Borrowers
C03091,LN543554,57.0,Amber,Prime Borrowers
C03093,LN869095,15.6,Green,Near-Prime Borrowers
C03101,LN790985,16.4,Green,Prime Borrowers
C03102,LN771153,46.9,Amber,Prime Borrowers
C03103,LN570116,59.1,Amber,Near-Prime Borrowers
C03104,LN244277,9.6,Green,Prime Borrowers
C03108,LN942909,38.1,Amber,Prime Borrowers
C03109,LN395949,13.4,Green,Prime Borrowers
C03110,LN176062,12.7,Green,Prime Borrowers
C03112,LN702855,42.6,Amber,Near-Prime Borrowers
C03114,LN515554,51.4,Amber,Prime Borrowers
C03117,LN616726,34.7,Green,Prime Borrowers
C03118,LN734061,15.4,Green,Prime Borrowers
C03123,LN942547,66.6,Red,Prime Borrowers
C03124,LN824139,9.6,Green,Prime Borrowers
C03126,LN157627,28.6,Green,Prime Borrowers
C03128,LN258791,50.6,Amber,High-Risk Borrowers
C03129,LN246852,38.0,Amber,Near-Prime Borrowers
C03134,LN803504,51.0,Amber,Near-Prime Borrowers
C03135,LN623077,12.9,Green,Prime Borrowers
C03136,LN215743,13.1,Green,Near-Prime Borrowers
C03138,LN849457,66.2,Red,Prime Borrowers
C03139,LN873392,25.1,Green,High-Risk Borrowers
C03141,LN304227,11.1,Green,Near-Prime Borrowers
C03142,LN685337,45.2,Amber,Near-Prime Borrowers
C03143,LN712366,51.1,Amber,Prime Borrowers
C03146,LN239080,13.1,Green,Prime Borrowers
C03147,LN975402,22.2,Green,Near-Prime Borrowers
C03150,LN748213,41.7,Amber,Prime Borrowers
C03155,LN200485,47.5,Amber,Near-Prime Borrowers
C03157,LN632821,36.0,Amber,Near-Prime Borrowers
C03158,LN879084,15.8,Green,Prime Borrowers
C03160,LN402609,35.4,Amber,Prime Borrowers
C03161,LN712342,36.5,Amber,High-Risk Borrowers
C03162,LN157744,11.4,Green,Near-Prime Borrowers
C03163,LN712795,28.9,Green,Prime Borrowers
C03165,LN697277,72.7,Red,High-Risk Borrowers
C03166,LN719413,55.2,Amber,Prime Borrowers
C03168,LN862720,42.4,Amber,Prime Borrowers
C03169,LN479711,41.4,Amber,High-Risk Borrowers
C03171,LN976267,30.9,Green,Prime Borrowers
C03172,LN751268,22.8,Green,Prime Borrowers
C03173,LN908020,49.1,Amber,Prime Borrowers
C03175,LN227260,26.5,Green,Near-Prime Borrowers
C03176,LN589067,14.0,Green,Prime Borrowers
C03178,LN866697,13.8,Green,Prime Borrowers
C03181,LN524458,44.5,Amber,Prime Borrowers
C03182,LN669803,57.1,Amber,Prime Borrowers
C03184,LN720202,47.5,Amber,Near-Prime Borrowers
C03185,LN233974,52.1,Amber,Prime Borrowers
C03192,LN906327,52.2,Amber,Prime Borrowers
C03201,LN748372,23.5,Green,Prime Borrowers
C03202,LN353960,37.3,Amber,Prime Borrowers
C03209,LN894624,55.2,Amber,Near-Prime Borrowers
C03210,LN713955,46.5,Amber,Prime Borrowers
C03214,LN415508,35.9,Amber,Near-Prime Borrowers
C03217,LN688288,43.0,Amber,High-Risk Borrowers
C03219,LN234570,41.8,Amber,Prime Borrowers
C03221,LN433048,48.1,Amber,High-Risk Borrowers
C03222,LN600684,8.7,Green,Near-Prime Borrowers
C03223,LN774461,35.1,Amber,Prime Borrowers
C03224,LN559770,38.0,Amber,High-Risk Borrowers
C03226,LN677840,61.6,Amber,Prime Borrowers
C03227,LN129912,44.7,Amber,High-Risk Borrowers
C03229,LN712903,47.9,Amber,High-Risk Borrowers
C03232,LN425200,61.2,Amber,Prime Borrowers
C03233,LN390308,60.1,Amber,Prime Borrowers
C03234,LN992791,8.6,Green,Prime Borrowers
C03235,LN210828,51.1,Amber,High-Risk Borrowers
C03236,LN419841,9.3,Green,Prime Borrowers
C03237,LN904284,8.0,Green,Near-Prime Borrowers
C03239,LN635446,25.0,Green,Prime Borrowers
C03243,LN780624,11.6,Green,Near-Prime Borrowers
C03246,LN660060,61.9,Amber,High-Risk Borrowers
C03249,LN913247,67.5,Red,Prime Borrowers
C03250,LN765313,62.6,Amber,Prime Borrowers
C03251,LN214804,48.0,Amber,Near-Prime Borrowers
C03252,LN684646,54.4,Amber,Prime Borrowers
C03255,LN634075,58.1,Amber,High-Risk Borrowers
C03256,LN646122,10.6,Green,Prime Borrowers
C03257,LN856864,17.7,Green,Prime Borrowers
C03259,LN209664,72.9,Red,High-Risk Borrowers
C03261,LN704025,10.7,Green,Prime Borrowers
C03263,LN549820,52.3,Amber,Near-Prime Borrowers
C03264,LN103760,57.6,Amber,High-Risk Borrowers
C03265,LN565229,22.8,Green,Prime Borrowers
C03268,LN865093,19.1,Green,Prime Borrowers
C03269,LN622574,55.1,Amber,High-Risk Borrowers
C03271,LN809965,30.4,Green,Near-Prime Borrowers
C03277,LN920932,48.9,Amber,Prime Borrowers
C03278,LN605752,55.5,Amber,Prime Borrowers
C03282,LN466640,32.5,Green,Prime Borrowers
C03283,LN154905,14.3,Green,Prime Borrowers
C03284,LN294980,10.6,Green,Prime Borrowers
C03288,LN156487,42.1,Amber,Prime Borrowers
C03293,LN956286,62.9,Amber,Prime Borrowers
C03294,LN653645,58.9,Amber,High-Risk Borrowers
C03299,LN391378,35.4,Amber,Prime Borrowers
C03303,LN221914,19.8,Green,Near-Prime Borrowers
C03305,LN138310,24.8,Green,Prime Borrowers
C03308,LN156886,44.2,Amber,Prime Borrowers
C03309,LN123170,8.4,Green,Near-Prime Borrowers
C03315,LN839152,36.2,Amber,Prime Borrowers
C03318,LN639217,55.4,Amber,Prime Borrowers
C03320,LN940405,10.4,Green,Prime Borrowers
C03321,LN449592,59.6,Amber,Prime Borrowers
C03322,LN235436,43.3,Amber,Near-Prime Borrowers
C03324,LN144052,29.8,Green,Prime Borrowers
C03326,LN577498,20.7,Green,Prime Borrowers
C03329,LN247682,29.9,Green,Prime Borrowers
C03334,LN493422,34.8,Green,Prime Borrowers
C03335,LN859969,20.5,Green,Prime Borrowers
C03337,LN986157,17.1,Green,Prime Borrowers
C03346,LN710314,12.5,Green,Prime Borrowers
C03347,LN345391,33.8,Green,Prime Borrowers
C03348,LN582088,17.0,Green,Near-Prime Borrowers
C03354,LN706225,10.2,Green,Near-Prime Borrowers
C03356,LN556089,11.8,Green,Prime Borrowers
C03357,LN541258,59.9,Amber,Prime Borrowers
C03358,LN381087,55.6,Amber,Prime Borrowers
C03360,LN425967,40.1,Amber,Prime Borrowers
C03365,LN979142,40.0,Amber,High-Risk Borrowers
C03369,LN381688,40.8,Amber,Prime Borrowers
C03373,LN955050,35.5,Amber,Prime Borrowers
C03375,LN391408,59.6,Amber,High-Risk Borrowers
C03376,LN847455,38.6,Amber,Prime Borrowers
C03377,LN290578,35.0,Amber,Prime Borrowers
C03378,LN447877,49.0,Amber,Prime Borrowers
C03379,LN954222,20.2,Green,Near-Prime Borrowers
C03382,LN536099,10.9,Green,Prime Borrowers
C03383,LN560800,52.1,Amber,Prime Borrowers
C03386,LN419592,31.6,Green,Prime Borrowers
C03387,LN330131,12.8,Green,Prime Borrowers
C03389,LN944472,41.2,Amber,Prime Borrowers
C03390,LN136509,16.1,Green,Prime Borrowers
C03391,LN703283,28.2,Green,Prime Borrowers
