loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted
LN378868,C02925,Vehicle,1469248,1165422,36,11.67,38525.26,0.6,2025-05-31,55,45,0.35,High,0,Insufficient Repayment Capacity,1.52,Rejected,0
LN315113,C02926,Business,3787008,3183726,60,11.55,70098.38,0.31,2025-01-01,20,80,0.14,Low,1,N/A,1.16,Active,0
LN312363,C02927,Education,283934,212439,36,8.85,6740.68,0.28,2025-08-09,80,20,0.5,High,1,N/A,0.73,Defaulted,1
LN715628,C02928,Medical,446449,446237,12,15.41,40362.98,1.57,2024-11-18,68,32,0.428,High,0,Insufficient Repayment Capacity,1.44,Rejected,0
LN484992,C02929,Vehicle,3012489,2853649,48,8.59,70458.92,0.75,2024-07-08,51,49,0.326,High,0,Insufficient Repayment Capacity,2.53,Rejected,0
LN169482,C02930,Business,880257,751880,60,14.42,17659.08,0.17,2026-01-15,20,80,0.14,Low,1,N/A,0.61,Closed,0
LN445701,C02931,Home Renovation,1386202,1361271,60,9.59,28649.13,0.36,2025-01-18,50,50,0.32,High,1,N/A,1.42,Defaulted,1
LN104094,C02932,Business,1676226,1370216,36,13.52,46511.93,0.4,2025-10-27,60,40,0.38,High,0,Insufficient Repayment Capacity,0.99,Rejected,0
LN201342,C02933,Education,361039,274169,36,13.77,9339.85,0.45,2025-09-14,80,20,0.5,High,1,N/A,1.1,Closed,0
LN320240,C02934,Business,1130730,1024075,36,14.3,35149.86,0.88,2024-12-28,53,47,0.338,High,0,Insufficient Repayment Capacity,2.15,Rejected,0
LN198235,C02935,Business,3496723,2778900,48,11.22,72119.38,0.53,2025-03-12,23,77,0.158,Low,0,Insufficient Repayment Capacity,1.72,Rejected,0
LN241288,C02936,Education,149387,121869,48,8.49,3003.29,0.4,2025-07-30,77,23,0.482,High,1,N/A,1.36,Active,0
LN899520,C02937,Home Renovation,213386,193775,48,8.61,4786.29,0.11,2026-01-22,18,82,0.128,Low,1,N/A,0.38,Active,0
LN883713,C02938,Vehicle,4657047,3299458,36,8.4,104002.95,0.73,2025-09-14,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.94,Rejected,0
LN544786,C02939,Personal,872841,792539,12,19.52,73234.51,1.71,2025-04-09,60,40,0.38,High,0,Insufficient Repayment Capacity,1.55,Rejected,0
LN664967,C02940,Personal,155165,118032,24,19.92,6002.72,0.28,2025-07-11,58,42,0.368,High,1,N/A,0.46,Defaulted,1
LN311152,C02941,Home Renovation,179229,147615,60,10.42,3166.98,0.03,2024-12-31,35,65,0.23,Medium,1,N/A,0.14,Active,0
LN298631,C02942,Vehicle,1594769,1575423,36,11.62,52041.12,0.51,2026-03-27,30,70,0.2,Medium,1,N/A,1.28,Defaulted,1
LN726730,C02943,Business,1943048,1596274,60,12.38,35815.52,0.16,2025-01-16,25,75,0.17,Medium,1,N/A,0.58,Active,0
LN951651,C02944,Medical,2469184,2230078,36,16.23,78656.39,0.97,2025-10-25,36,64,0.236,Medium,0,Insufficient Repayment Capacity,2.29,Rejected,0
LN278441,C02945,Vehicle,933542,793983,48,9.09,19792.25,0.4,2026-03-26,60,40,0.38,High,0,Insufficient Repayment Capacity,1.35,Rejected,0
LN200828,C02946,Education,312329,250883,36,12.29,8367.7,0.47,2024-09-29,80,20,0.5,High,1,N/A,1.18,Defaulted,1
LN541677,C02947,Medical,3721237,3184569,36,11.83,105514.88,0.81,2025-10-04,73,27,0.458,High,0,Insufficient Repayment Capacity,2.05,Rejected,0
LN463498,C02948,Home Renovation,4911484,3537847,48,11.09,91592.21,0.65,2025-09-06,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.11,Rejected,0
LN296161,C02949,Personal,129220,124787,36,15.68,4367.45,0.41,2025-12-30,78,22,0.488,High,1,N/A,0.98,Active,0
LN508072,C02950,Medical,50000,43773,24,19.38,2214.63,0.25,2025-07-18,100,0,0.62,High,0,High Risk,0.42,Rejected,0
LN304737,C02951,Business,1311558,949711,48,12.04,25028.19,0.36,2026-05-03,37,63,0.242,Medium,1,N/A,1.13,Active,0
LN431762,C02952,Personal,1857773,1464734,24,18.7,73621.9,1.63,2024-06-27,58,42,0.368,High,0,Insufficient Repayment Capacity,2.7,Rejected,0
LN962503,C02953,Business,2693628,2129075,48,13.15,57276.39,0.68,2024-09-05,58,42,0.368,High,0,Insufficient Repayment Capacity,2.11,Rejected,0
LN405964,C02954,Medical,496297,358759,12,11.73,31830.01,0.92,2025-12-14,45,55,0.29,Medium,0,Insufficient Repayment Capacity,0.86,Rejected,0
LN868663,C02955,Business,1522304,1213796,36,12.27,40472.1,0.49,2025-03-09,53,47,0.338,High,0,Insufficient Repayment Capacity,1.22,Rejected,0
LN739338,C02956,Home Renovation,5371272,5291804,48,8.52,130483.96,0.97,2026-01-17,85,15,0.53,High,0,High Risk,3.29,Rejected,0
LN223002,C02957,Vehicle,632620,631869,60,11.82,13998.17,0.43,2024-12-29,23,77,0.158,Low,1,N/A,1.62,Closed,0
LN639789,C02958,Business,487988,355716,36,15.96,12498.9,0.11,2024-11-13,25,75,0.17,Medium,1,N/A,0.27,Closed,0
LN925555,C02959,Personal,1351533,1194804,12,22.98,112391.23,1.63,2024-09-18,51,49,0.326,High,0,Insufficient Repayment Capacity,1.45,Rejected,0
LN402848,C02960,Medical,323069,281835,12,12.84,25151.58,0.29,2026-05-04,38,62,0.248,Medium,1,N/A,0.27,Closed,0
LN263590,C02961,Medical,67930,51351,12,20.19,4761.55,0.44,2026-01-04,75,25,0.47,High,1,N/A,0.4,Defaulted,1
LN576095,C02962,Business,1267783,898192,60,15.55,21628.11,0.27,2025-10-29,15,85,0.11,Low,1,N/A,0.94,Active,0
LN635158,C02963,Home Renovation,1460346,1049469,60,9.42,21999.8,0.26,2026-06-02,23,77,0.158,Low,1,N/A,1.05,Active,0
LN903112,C02964,Personal,1541387,1291444,24,15.5,62925.02,1.2,2026-02-16,58,42,0.368,High,0,Insufficient Repayment Capacity,2.05,Rejected,0
LN518151,C02965,Vehicle,1035776,851858,24,9.07,38944.28,1.06,2024-09-04,50,50,0.32,High,0,Insufficient Repayment Capacity,1.93,Rejected,0
LN882228,C02966,Medical,1398862,1383381,12,11.28,122446.26,1.42,2025-04-23,73,27,0.458,High,0,Insufficient Repayment Capacity,1.33,Rejected,0
LN894813,C02967,Vehicle,1903192,1455097,48,9.38,36473.27,0.22,2025-01-27,40,60,0.26,Medium,1,N/A,0.72,Closed,0
LN993878,C02968,Personal,86184,82788,12,21.65,7734.55,1.35,2025-01-05,76,24,0.476,High,0,Insufficient Repayment Capacity,1.2,Rejected,0
LN737353,C02969,Education,167693,131796,60,11.49,2897.88,0.32,2024-10-25,63,37,0.398,High,1,N/A,1.23,Defaulted,1
LN362677,C02970,Medical,1802877,1535425,12,15.47,138925.62,1.57,2024-11-01,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.45,Rejected,0
LN564365,C02971,Business,1938325,1440705,36,13.16,48654.15,0.72,2026-04-22,70,30,0.44,High,0,Insufficient Repayment Capacity,1.78,Rejected,0
LN199669,C02972,Medical,1041807,981732,24,11.39,45934.37,0.35,2026-02-19,25,75,0.17,Medium,1,N/A,0.63,Active,0
LN200437,C02973,Vehicle,1762395,1568074,60,8.72,32337.96,0.2,2026-02-05,25,75,0.17,Medium,1,N/A,0.8,Active,0
LN294469,C02974,Medical,245175,215290,36,11.48,7097.36,0.17,2024-09-26,23,77,0.158,Low,1,N/A,0.44,Active,0
LN575823,C02975,Personal,1686561,1506585,12,15.51,136344.65,2.81,2024-06-11,53,47,0.338,High,0,Insufficient Repayment Capacity,2.59,Rejected,0
LN630837,C02976,Personal,1881171,1423695,24,16.16,69817.43,0.5,2024-12-02,30,70,0.2,Medium,1,N/A,0.85,Closed,0
LN645256,C02977,Business,1542144,1495873,60,15.63,36083.3,0.22,2025-06-08,25,75,0.17,Medium,1,N/A,0.75,Closed,0
LN582209,C02978,Business,377771,339850,36,15.99,11946.44,0.24,2024-12-14,30,70,0.2,Medium,1,N/A,0.57,Active,0
LN331563,C02979,Personal,4006488,3471919,36,14.11,118847.54,1.12,2026-01-01,78,22,0.488,High,0,Insufficient Repayment Capacity,2.74,Rejected,0
LN853373,C02980,Home Renovation,2074317,1700804,60,11.88,37730.39,0.21,2026-03-02,18,82,0.128,Low,1,N/A,0.79,Active,0
LN959435,C02981,Personal,1484667,1413057,24,13.93,67798.22,1.32,2024-08-23,71,29,0.446,High,0,Insufficient Repayment Capacity,2.3,Rejected,0
LN445798,C02982,Home Renovation,4788864,3975052,60,8.13,80847.26,0.49,2024-10-05,35,65,0.23,Medium,1,N/A,2.0,Active,0
LN323107,C02983,Vehicle,4857567,3648741,24,10.47,169163.5,1.12,2025-01-15,53,47,0.338,High,0,Insufficient Repayment Capacity,2.01,Rejected,0
LN995063,C02984,Personal,420183,380689,36,17.79,13722.75,0.12,2024-10-05,30,70,0.2,Medium,1,N/A,0.27,Active,0
LN585083,C02985,Business,1237519,1118113,48,10.98,28887.36,0.59,2026-05-22,30,70,0.2,Medium,1,N/A,1.89,Active,0
LN392440,C02986,Vehicle,3718069,2870516,48,8.75,71092.64,0.53,2026-01-31,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.8,Rejected,0
LN863224,C02987,Business,300000,268497,48,15.95,7602.41,0.71,2025-04-05,100,0,0.62,High,0,High Risk,2.1,Rejected,0
LN601812,C02988,Business,2159424,2006698,36,10.41,65137.46,0.3,2025-04-11,42,58,0.272,Medium,1,N/A,0.77,Defaulted,1
LN256356,C02989,Medical,5328468,3836983,24,12.51,181535.31,1.22,2024-11-26,58,42,0.368,High,0,Insufficient Repayment Capacity,2.15,Rejected,0
LN182359,C02990,Business,1112617,1111919,48,8.57,27443.68,0.25,2025-12-06,42,58,0.272,Medium,1,N/A,0.85,Active,0
LN464246,C02991,Medical,1602504,1209923,36,13.19,40877.9,0.22,2025-04-14,13,87,0.098,Low,1,N/A,0.53,Active,0
LN985188,C02992,Education,103797,96310,60,11.28,2107.49,0.25,2025-10-24,63,37,0.398,High,1,N/A,0.97,Active,0
LN225483,C02993,Personal,1711218,1239768,24,13.98,59513.12,1.13,2025-04-03,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.96,Rejected,0
LN704832,C02994,Vehicle,908602,740558,36,10.53,24080.42,0.55,2025-09-11,56,44,0.356,High,1,N/A,1.41,Defaulted,1
LN221439,C02995,Home Renovation,994108,782230,60,8.84,16177.13,0.1,2024-11-15,25,75,0.17,Medium,1,N/A,0.4,Active,0
LN545648,C02996,Medical,80255,57916,36,15.96,2035.01,0.14,2024-12-30,38,62,0.248,Medium,1,N/A,0.34,Closed,0
LN459317,C02997,Vehicle,200000,147416,60,12.56,3321.06,0.42,2026-02-23,100,0,0.62,High,0,High Risk,1.54,Rejected,0
LN653549,C02998,Home Renovation,2826185,2279983,48,9.71,57509.24,0.55,2026-05-15,37,63,0.242,Medium,1,N/A,1.83,Active,0
LN619463,C02999,Business,2233020,1604648,48,11.55,41902.87,0.36,2024-07-26,10,90,0.08,Low,1,N/A,1.16,Active,0
LN708412,C03000,Personal,192743,139869,36,21.45,5301.95,0.25,2026-01-26,51,49,0.326,High,1,N/A,0.54,Closed,0
LN415389,C03001,Home Renovation,2369056,2327436,48,9.52,58494.72,0.84,2025-05-03,63,37,0.398,High,0,Insufficient Repayment Capacity,2.77,Rejected,0
LN103449,C03002,Personal,625768,506457,24,16.48,24914.02,0.76,2024-12-11,50,50,0.32,High,0,Insufficient Repayment Capacity,1.28,Rejected,0
LN700679,C03003,Home Renovation,4134596,4043391,60,8.54,83034.33,0.76,2024-06-30,53,47,0.338,High,0,Insufficient Repayment Capacity,3.09,Rejected,0
LN717719,C03004,Medical,2657130,2643942,24,11.43,123756.92,0.9,2025-02-13,70,30,0.44,High,0,Insufficient Repayment Capacity,1.6,Rejected,0
LN610507,C03005,Medical,320404,276461,36,19.63,10222.24,0.57,2025-12-29,87,13,0.542,High,0,High Risk,1.28,Rejected,0
LN353388,C03006,Medical,50000,49624,36,20.63,1860.17,0.32,2025-07-02,100,0,0.62,High,0,High Risk,0.72,Rejected,0
LN374029,C03007,Business,398033,288865,36,15.02,10016.43,0.23,2024-11-15,26,74,0.176,Medium,1,N/A,0.55,Active,0
LN892247,C03008,Vehicle,280151,270684,60,11.71,5981.62,0.23,2024-12-18,18,82,0.128,Low,1,N/A,0.88,Closed,0
LN129352,C03009,Medical,1452370,1287787,12,13.52,115336.04,1.77,2024-12-03,51,49,0.326,High,0,Insufficient Repayment Capacity,1.64,Rejected,0
LN698978,C03010,Home Renovation,969725,969625,60,11.23,21193.39,0.51,2026-06-05,63,37,0.398,High,0,Insufficient Repayment Capacity,1.96,Rejected,0
LN927211,C03011,Home Renovation,1666796,1664089,60,6.53,32583.2,0.25,2025-04-08,5,95,0.05,Low,1,N/A,1.05,Active,0
LN630588,C03012,Business,369875,326263,36,10.13,10547.51,0.09,2026-03-27,5,95,0.05,Low,1,N/A,0.23,Active,0
LN905800,C03013,Business,4406644,4233253,60,13.69,97821.37,0.83,2025-06-30,51,49,0.326,High,0,Insufficient Repayment Capacity,2.98,Rejected,0
LN857842,C03014,Business,375383,314436,60,10.16,6705.62,0.11,2025-08-22,0,100,0.02,Low,1,N/A,0.44,Active,0
LN686490,C03015,Medical,5528267,4157967,24,19.41,210426.56,0.88,2025-11-14,60,40,0.38,High,0,Insufficient Repayment Capacity,1.46,Rejected,0
LN460597,C03016,Vehicle,200000,141580,36,12.42,4730.93,0.79,2024-09-03,100,0,0.62,High,0,High Risk,1.97,Rejected,0
LN968146,C03017,Business,667442,605757,36,12.49,20261.86,0.65,2025-02-23,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.61,Rejected,0
LN292832,C03018,Home Renovation,635796,527601,48,11.15,13674.59,0.45,2024-09-11,60,40,0.38,High,0,Insufficient Repayment Capacity,1.45,Rejected,0
LN190771,C03019,Home Renovation,2631424,2405190,48,10.36,61418.5,0.53,2024-11-29,50,50,0.32,High,0,Insufficient Repayment Capacity,1.73,Rejected,0
LN855085,C03020,Medical,503314,497449,36,17.5,17859.45,0.15,2025-12-12,47,53,0.302,Medium,1,N/A,0.35,Closed,0
LN828804,C03021,Personal,578328,565061,12,21.27,52688.21,0.45,2026-05-18,37,63,0.242,Medium,1,N/A,0.4,Defaulted,1
LN213792,C03022,Vehicle,774997,569744,24,10.63,26456.77,0.45,2024-07-04,58,42,0.368,High,0,Insufficient Repayment Capacity,0.8,Rejected,0
LN271969,C03023,Vehicle,200000,153191,48,12.17,4046.91,0.6,2026-06-02,100,0,0.62,High,0,High Risk,1.89,Rejected,0
LN779562,C03024,Business,1956505,1397646,48,15.13,38989.7,0.52,2025-12-19,63,37,0.398,High,0,Insufficient Repayment Capacity,1.55,Rejected,0
LN102302,C03025,Vehicle,2380563,2055165,60,10.42,44092.11,0.42,2025-06-14,42,58,0.272,Medium,1,N/A,1.61,Active,0
LN972282,C03026,Personal,183738,150342,36,17.97,5432.96,0.32,2024-09-26,51,49,0.326,High,1,N/A,0.74,Closed,0
LN561381,C03027,Home Renovation,579509,482202,48,11.93,12681.66,0.11,2025-12-05,35,65,0.23,Medium,1,N/A,0.34,Closed,0
LN299327,C03028,Personal,558795,502016,12,13.9,45050.95,0.5,2025-12-26,60,40,0.38,High,1,N/A,0.46,Defaulted,1
LN764834,C03029,Business,1541772,1363085,36,15.49,47579.52,0.52,2025-01-02,50,50,0.32,High,0,Insufficient Repayment Capacity,1.25,Rejected,0
LN838918,C03030,Medical,4874356,3912318,24,16.67,192814.08,1.27,2025-07-18,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.15,Rejected,0
LN257197,C03031,Vehicle,2363208,1862448,60,11.39,40857.31,0.42,2026-04-14,50,50,0.32,High,1,N/A,1.58,Active,0
LN265469,C03032,Business,5064467,4449255,48,14.63,122993.22,1.14,2025-08-08,60,40,0.38,High,0,Insufficient Repayment Capacity,3.44,Rejected,0
LN335481,C03033,Education,497960,371063,60,12.03,8259.72,0.32,2025-08-18,93,7,0.578,High,0,High Risk,1.2,Rejected,0
LN431384,C03034,Home Renovation,3188816,2723929,60,9.54,57260.84,0.65,2024-07-29,66,34,0.416,High,0,Insufficient Repayment Capacity,2.57,Rejected,0
LN951252,C03035,Education,342429,295470,36,10.78,9642.55,0.43,2025-08-11,73,27,0.458,High,0,Insufficient Repayment Capacity,1.09,Rejected,0
LN310333,C03036,Medical,4192255,3327946,24,12.24,157031.22,1.23,2024-09-04,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.17,Rejected,0
LN950024,C03037,Home Renovation,4475629,4434119,48,10.35,113207.49,0.73,2025-07-08,78,22,0.488,High,0,Insufficient Repayment Capacity,2.38,Rejected,0
LN183367,C03038,Personal,83681,82005,24,18.76,4124.2,0.15,2026-02-13,70,30,0.44,High,1,N/A,0.25,Defaulted,1
LN997390,C03039,Personal,2503747,2445118,24,23.7,128910.25,0.9,2024-06-07,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.42,Rejected,0
LN428742,C03040,Home Renovation,1894862,1664378,48,11.62,43519.57,0.32,2024-08-02,18,82,0.128,Low,1,N/A,1.01,Closed,0
LN695498,C03041,Medical,3088261,2711297,12,12.87,242000.33,1.22,2024-07-21,50,50,0.32,High,0,Insufficient Repayment Capacity,1.14,Rejected,0
LN880399,C03042,Personal,2645100,2619081,36,20.68,98244.26,0.71,2026-05-25,65,35,0.41,High,0,Insufficient Repayment Capacity,1.58,Rejected,0
LN585249,C03043,Vehicle,224492,172888,36,11.3,5684.72,0.14,2025-10-11,35,65,0.23,Medium,1,N/A,0.35,Defaulted,1
LN141116,C03044,Personal,1990333,1927186,36,17.71,69392.35,0.49,2025-02-28,10,90,0.08,Low,1,N/A,1.14,Closed,0
LN425708,C03045,Education,128370,115159,48,10.98,2975.23,0.2,2024-07-29,95,5,0.59,High,0,High Risk,0.64,Rejected,0
LN924133,C03046,Personal,901944,771787,36,22.17,29542.81,0.63,2025-07-13,78,22,0.488,High,0,Insufficient Repayment Capacity,1.38,Rejected,0
LN639790,C03047,Home Renovation,3146782,2660127,48,8.63,65731.01,0.6,2025-08-13,63,37,0.398,High,0,Insufficient Repayment Capacity,2.03,Rejected,0
LN369856,C03048,Home Renovation,7158599,5358706,48,8.1,131073.36,0.66,2025-08-08,68,32,0.428,High,0,Insufficient Repayment Capacity,2.25,Rejected,0
LN773171,C03049,Education,383410,324188,36,12.18,10795.57,0.55,2024-07-11,95,5,0.59,High,0,High Risk,1.37,Rejected,0
LN769844,C03050,Personal,3526751,3517511,24,14.23,169268.29,1.17,2026-04-01,53,47,0.338,High,0,Insufficient Repayment Capacity,2.03,Rejected,0
LN530890,C03051,Vehicle,6510576,5289909,60,8.46,108428.63,0.54,2025-03-21,40,60,0.26,Medium,1,N/A,2.19,Defaulted,1
LN923157,C03052,Home Renovation,4471724,3993337,48,8.74,98882.09,0.74,2024-08-22,58,42,0.368,High,0,Insufficient Repayment Capacity,2.49,Rejected,0
LN818807,C03053,Business,1442760,1342414,60,15.37,32197.25,0.28,2025-10-02,37,63,0.242,Medium,1,N/A,0.97,Defaulted,1
LN276470,C03054,Home Renovation,3512922,3367640,48,10.97,86989.36,0.74,2024-06-15,51,49,0.326,High,0,Insufficient Repayment Capacity,2.39,Rejected,0
LN561722,C03055,Medical,1555700,1367302,12,16.35,124283.06,2.77,2024-09-14,73,27,0.458,High,0,Insufficient Repayment Capacity,2.54,Rejected,0
LN861549,C03056,Medical,101549,85165,36,18.78,3112.35,0.54,2024-11-02,58,42,0.368,High,1,N/A,1.22,Active,0
LN763720,C03057,Personal,3140217,3061368,36,23.12,118696.26,0.89,2024-12-07,53,47,0.338,High,0,Insufficient Repayment Capacity,1.9,Rejected,0
LN653777,C03058,Medical,670796,489590,12,14.36,44041.85,0.84,2026-04-23,50,50,0.32,High,0,Insufficient Repayment Capacity,0.78,Rejected,0
LN517370,C03059,Personal,1079847,927049,36,16.52,32830.79,0.67,2024-07-06,50,50,0.32,High,0,Insufficient Repayment Capacity,1.58,Rejected,0
LN164381,C03060,Personal,1961628,1810420,24,20.65,92718.67,1.66,2026-01-25,63,37,0.398,High,0,Insufficient Repayment Capacity,2.7,Rejected,0
LN425222,C03061,Vehicle,4092251,3229143,48,8.04,78893.46,0.57,2025-02-14,55,45,0.35,High,0,Insufficient Repayment Capacity,1.94,Rejected,0
LN858138,C03062,Home Renovation,5620201,4109296,60,7.45,82244.26,0.63,2025-01-10,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.64,Rejected,0
LN358467,C03063,Medical,1424781,1109458,36,12.74,37243.24,0.29,2026-05-21,42,58,0.272,Medium,1,N/A,0.73,Closed,0
LN360669,C03064,Vehicle,3052367,2219832,60,10.76,47999.26,0.52,2026-01-07,45,55,0.29,Medium,1,N/A,2.02,Active,0
LN716817,C03065,Education,138137,105157,48,8.69,2601.38,0.37,2025-09-04,58,42,0.368,High,1,N/A,1.26,Closed,0
LN170920,C03066,Business,2894927,2797170,36,10.29,90638.13,1.0,2025-07-20,73,27,0.458,High,0,Insufficient Repayment Capacity,2.56,Rejected,0
LN953733,C03067,Vehicle,5037081,3966150,36,8.25,124742.65,0.89,2025-10-15,58,42,0.368,High,0,Insufficient Repayment Capacity,2.36,Rejected,0
LN648543,C03068,Medical,5203853,5002934,12,16.12,454204.64,2.93,2025-10-27,63,37,0.398,High,0,Insufficient Repayment Capacity,2.69,Rejected,0
LN283318,C03069,Vehicle,958756,696591,36,10.56,22660.62,0.32,2026-03-09,25,75,0.17,Medium,1,N/A,0.81,Defaulted,1
LN510309,C03070,Vehicle,3122764,2480391,48,10.07,62992.54,0.5,2024-06-12,50,50,0.32,High,1,N/A,1.63,Defaulted,1
LN219522,C03071,Education,384907,355435,60,11.41,7800.89,0.28,2025-09-01,51,49,0.326,High,1,N/A,1.05,Active,0
LN891721,C03072,Business,1393657,1231383,48,10.34,31432.5,0.62,2024-11-25,53,47,0.338,High,0,Insufficient Repayment Capacity,2.02,Rejected,0
LN181848,C03073,Business,1504355,1283937,60,11.76,28405.0,0.48,2024-06-14,33,67,0.218,Medium,1,N/A,1.81,Active,0
LN782703,C03074,Personal,2286565,1779330,24,12.37,84067.02,0.83,2025-07-01,28,72,0.188,Medium,0,Insufficient Repayment Capacity,1.46,Rejected,0
LN932334,C03075,Business,1105129,944834,48,15.6,26583.7,0.21,2025-05-17,30,70,0.2,Medium,1,N/A,0.63,Active,0
LN558202,C03076,Vehicle,3029204,2991351,48,8.76,74099.47,0.79,2026-05-07,61,39,0.386,High,0,Insufficient Repayment Capacity,2.67,Rejected,0
LN633167,C03077,Education,104752,82558,60,10.21,1762.66,0.07,2025-04-15,68,32,0.428,High,1,N/A,0.27,Closed,0
LN556898,C03078,Medical,241408,196976,12,18.56,18111.3,1.0,2025-10-16,93,7,0.578,High,0,High Risk,0.91,Rejected,0
LN980856,C03079,Vehicle,3141785,2833875,24,10.31,131174.8,1.13,2024-09-11,58,42,0.368,High,0,Insufficient Repayment Capacity,2.04,Rejected,0
LN935597,C03080,Vehicle,4874016,4413623,24,7.16,197929.58,1.35,2024-06-16,23,77,0.158,Low,0,Insufficient Repayment Capacity,2.51,Rejected,0
LN351719,C03081,Home Renovation,156676,142904,48,9.97,3622.36,0.04,2025-10-20,50,50,0.32,High,1,N/A,0.13,Closed,0
LN375114,C03082,Vehicle,284043,248036,48,11.9,6519.57,0.04,2024-09-18,35,65,0.23,Medium,1,N/A,0.13,Defaulted,1
LN799112,C03083,Home Renovation,551321,516122,48,11.57,13482.76,0.32,2024-08-27,48,52,0.308,Medium,1,N/A,1.02,Closed,0
LN810146,C03084,Medical,438757,403872,12,16.63,36764.17,1.33,2025-04-02,93,7,0.578,High,0,High Risk,1.21,Rejected,0
LN788875,C03085,Personal,3143523,3081819,12,15.38,278712.69,3.23,2025-12-06,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.98,Rejected,0
LN377071,C03086,Vehicle,5577740,3905280,24,11.55,183015.48,1.26,2024-12-05,58,42,0.368,High,0,Insufficient Repayment Capacity,2.24,Rejected,0
LN479319,C03087,Medical,187643,143693,36,19.14,5277.39,0.19,2026-03-26,51,49,0.326,High,1,N/A,0.44,Closed,0
LN243664,C03088,Home Renovation,1506430,1262173,60,11.69,27879.02,0.21,2025-05-30,10,90,0.08,Low,1,N/A,0.81,Closed,0
LN109090,C03089,Personal,796319,658171,24,22.4,34274.85,1.02,2026-04-27,60,40,0.38,High,0,Insufficient Repayment Capacity,1.64,Rejected,0
LN508097,C03090,Personal,1246087,892203,12,21.6,83333.52,1.45,2024-12-01,25,75,0.17,Medium,0,Insufficient Repayment Capacity,1.29,Rejected,0
LN431912,C03091,Business,2311119,1737010,36,14.6,59874.33,0.5,2024-08-05,70,30,0.44,High,1,N/A,1.21,Defaulted,1
LN227086,C03092,Vehicle,1147729,938508,36,10.61,30552.51,0.25,2025-10-08,18,82,0.128,Low,1,N/A,0.63,Defaulted,1
LN814643,C03093,Home Renovation,100873,76383,60,8.02,1549.5,0.01,2024-11-07,20,80,0.14,Low,1,N/A,0.04,Defaulted,1
LN290855,C03094,Medical,1394461,1184614,24,16.55,58314.18,0.85,2026-05-04,63,37,0.398,High,0,Insufficient Repayment Capacity,1.43,Rejected,0
LN249700,C03095,Personal,266741,212586,12,15.8,19268.0,0.22,2024-12-05,23,77,0.158,Low,1,N/A,0.2,Defaulted,1
LN676557,C03096,Medical,2042210,1898976,12,16.14,172421.56,2.81,2024-12-12,56,44,0.356,High,0,Insufficient Repayment Capacity,2.58,Rejected,0
LN305811,C03097,Home Renovation,4670294,3412767,60,11.05,74286.95,0.51,2025-07-08,32,68,0.212,Medium,1,N/A,1.93,Active,0
LN250812,C03098,Personal,7395291,5568401,12,22.19,521680.36,2.4,2026-04-18,63,37,0.398,High,0,Insufficient Repayment Capacity,2.14,Rejected,0
LN267951,C03099,Business,1292665,974763,48,13.0,26150.45,0.19,2024-10-05,20,80,0.14,Low,1,N/A,0.59,Closed,0
LN255052,C03100,Home Renovation,1080996,1033302,48,8.34,25391.16,0.25,2024-12-19,35,65,0.23,Medium,1,N/A,0.85,Active,0
LN792557,C03101,Medical,221279,189500,24,14.35,9129.81,0.21,2024-11-11,13,87,0.098,Low,1,N/A,0.36,Active,0
LN288844,C03102,Personal,772216,621218,24,19.67,31517.33,0.42,2026-02-12,42,58,0.272,Medium,1,N/A,0.69,Closed,0
LN178368,C03103,Business,2280909,1721157,36,13.67,58549.58,0.31,2025-05-04,30,70,0.2,Medium,1,N/A,0.75,Active,0
LN252932,C03104,Business,646515,585634,36,11.8,19395.53,0.13,2024-06-10,0,100,0.02,Low,1,N/A,0.34,Closed,0
LN739378,C03105,Business,2771528,2265123,60,11.66,49998.1,0.4,2024-09-24,30,70,0.2,Medium,1,N/A,1.51,Closed,0
LN398379,C03106,Medical,50000,41765,36,17.89,1507.6,0.28,2026-02-23,95,5,0.59,High,0,High Risk,0.64,Rejected,0
LN909920,C03107,Education,119177,116796,60,12.38,2620.55,0.26,2026-01-06,80,20,0.5,High,1,N/A,0.98,Defaulted,1
LN842855,C03108,Personal,924832,735127,12,20.79,68376.38,1.58,2026-06-03,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.42,Rejected,0
LN982416,C03109,Business,1410250,1242979,60,11.89,27580.34,0.55,2024-07-06,25,75,0.17,Medium,1,N/A,2.07,Closed,0
LN386245,C03110,Business,2148620,1596551,36,15.46,55705.29,0.66,2026-04-27,17,83,0.122,Low,1,N/A,1.58,Active,0
