customer_id,month,avg_monthly_inflow,avg_monthly_outflow,net_cash_flow,cash_flow_consistency_score,balance_volatility,spending_shock_flag,overdraft_flag
C02609,11,2435,3209,-774,24,0.5,0,1
C02609,12,4000,2421,1579,22,0.51,0,0
C02610,1,85351,46431,38920,95,0.1,0,0
C02610,2,90159,42279,47880,93,0.21,0,0
C02610,3,86958,41941,45017,94,0.08,0,0
C02610,4,90732,46906,43826,94,0.15,0,0
C02610,5,90250,44378,45872,96,0.11,0,0
C02610,6,84469,42035,42434,89,0.18,0,0
C02610,7,87791,51898,35893,87,0.1,0,0
C02610,8,90453,49612,40841,93,0.22,0,0
C02610,9,87327,46354,40973,86,0.17,0,0
C02610,10,89811,46909,42902,96,0.17,0,0
C02610,11,90464,49123,41341,96,0.23,0,0
C02610,12,91585,36906,54679,87,0.12,0,0
C02611,1,11743,21269,-9526,44,0.57,0,1
C02611,2,15910,21165,-5255,49,0.47,0,1
C02611,3,19981,24549,-4568,49,0.4,0,1
C02611,4,13094,21384,-8290,43,0.73,0,1
C02611,5,21984,22532,-548,49,0.76,0,1
C02611,6,17880,21628,-3748,51,0.65,0,1
C02611,7,15391,37203,-21812,41,0.46,1,1
C02611,8,13906,19561,-5655,47,0.57,0,1
C02611,9,22580,20475,2105,43,0.88,0,0
C02611,10,15700,19026,-3326,52,0.59,0,1
C02611,11,16581,18149,-1568,44,0.68,0,1
C02611,12,20756,20190,566,49,0.79,0,0
C02612,1,80717,40440,40277,86,0.44,0,0
C02612,2,81978,42990,38988,78,0.37,0,0
C02612,3,83018,38326,44692,76,0.37,0,0
C02612,4,77086,33405,43681,84,0.39,0,0
C02612,5,80285,44770,35515,76,0.4,0,0
C02612,6,76572,35813,40759,78,0.48,0,0
C02612,7,76521,31055,45466,79,0.31,0,0
C02612,8,81566,30353,51213,84,0.42,0,0
C02612,9,81850,40101,41749,84,0.49,0,0
C02612,10,80386,32698,47688,76,0.43,0,0
C02612,11,77997,36601,41396,76,0.32,0,0
C02612,12,80308,42947,37361,86,0.38,0,0
C02613,1,70156,26701,43455,54,0.24,0,0
C02613,2,69297,26891,42406,56,0.5,0,0
C02613,3,58763,38124,20639,51,0.48,0,0
C02613,4,59255,37143,22112,51,0.29,0,0
C02613,5,42519,35114,7405,56,0.4,0,0
C02613,6,73971,35386,38585,54,0.47,0,0
C02613,7,54327,31183,23144,54,0.28,0,0
C02613,8,51339,37666,13673,48,0.46,0,0
C02613,9,70330,27660,42670,51,0.44,0,0
C02613,10,49390,33224,16166,58,0.33,0,0
C02613,11,45870,28795,17075,58,0.46,0,0
C02613,12,45272,36875,8397,51,0.22,0,0
C02614,1,142378,115036,27342,76,0.42,0,0
C02614,2,148293,128363,19930,78,0.24,0,0
C02614,3,152430,116115,36315,75,0.27,0,0
C02614,4,145503,102329,43174,75,0.35,0,0
C02614,5,147204,118023,29181,82,0.2,0,0
C02614,6,144712,92049,52663,77,0.48,0,0
C02614,7,143660,285821,-142161,53,0.25,1,1
C02614,8,147058,101678,45380,80,0.4,0,0
C02614,9,153601,128126,25475,79,0.42,0,0
C02614,10,153617,116696,36921,78,0.49,0,0
C02614,11,152015,99300,52715,78,0.48,0,0
C02614,12,152859,134493,18366,84,0.21,0,0
C02615,1,79908,49615,30293,89,0.33,0,0
C02615,2,77062,54532,22530,86,0.43,0,0
C02615,3,75127,54801,20326,93,0.31,0,0
C02615,4,77642,63495,14147,91,0.46,0,0
C02615,5,76940,96775,-19835,59,0.38,1,1
C02615,6,80444,52552,27892,91,0.28,0,0
C02615,7,80896,51545,29351,86,0.48,0,0
C02615,8,77200,58510,18690,89,0.46,0,0
C02615,9,81865,48180,33685,92,0.33,0,0
C02615,10,82013,63232,18781,92,0.42,0,0
C02615,11,81023,44453,36570,90,0.27,0,0
C02615,12,77334,62598,14736,90,0.35,0,0
C02616,1,87737,62760,24977,82,0.28,0,0
C02616,2,89140,59457,29683,81,0.26,0,0
C02616,3,86473,66174,20299,80,0.25,0,0
C02616,4,89776,63158,26618,78,0.46,0,0
C02616,5,87268,61366,25902,73,0.42,0,0
C02616,6,85260,54909,30351,82,0.4,0,0
C02616,7,86280,61393,24887,74,0.21,0,0
C02616,8,91711,62141,29570,75,0.2,0,0
C02616,9,91070,64919,26151,77,0.46,0,0
C02616,10,85074,51492,33582,81,0.31,0,0
C02616,11,91076,64141,26935,79,0.37,0,0
C02616,12,89659,59225,30434,79,0.32,0,0
C02617,1,50358,31597,18761,80,0.28,0,0
C02617,2,52783,24037,28746,77,0.49,0,0
C02617,3,53552,32393,21159,84,0.47,0,0
C02617,4,52534,22076,30458,84,0.25,0,0
C02617,5,53317,29867,23450,86,0.47,0,0
C02617,6,50051,23434,26617,84,0.39,0,0
C02617,7,53882,22290,31592,82,0.3,0,0
C02617,8,54759,32528,22231,77,0.27,0,0
C02617,9,53294,30563,22731,84,0.24,0,0
C02617,10,51897,27028,24869,79,0.44,0,0
C02617,11,54179,32704,21475,77,0.32,0,0
C02617,12,50319,21874,28445,80,0.33,0,0
C02618,1,67417,63810,3607,55,0.39,0,0
C02618,2,78895,49126,29769,52,0.34,0,0
C02618,3,70182,68622,1560,59,0.26,0,0
C02618,4,91048,51596,39452,53,0.36,0,0
C02618,5,101700,50059,51641,52,0.37,0,0
C02618,6,103340,65094,38246,57,0.31,0,0
C02618,7,62100,54003,8097,49,0.29,0,0
C02618,8,81538,63939,17599,58,0.46,0,0
C02618,9,82743,54993,27750,54,0.29,0,0
C02618,10,90418,53420,36998,54,0.45,0,0
C02618,11,96456,48943,47513,58,0.45,0,0
C02618,12,87970,68404,19566,55,0.48,0,0
C02619,1,127026,57006,70020,82,0.41,0,0
C02619,2,120274,47879,72395,86,0.47,0,0
C02619,3,129209,65133,64076,84,0.3,0,0
C02619,4,126375,58452,67923,84,0.27,0,0
C02619,5,128083,44496,83587,82,0.38,0,0
C02619,6,129840,117570,12270,71,0.35,1,0
C02619,7,127263,50844,76419,84,0.35,0,0
C02619,8,129198,59522,69676,83,0.44,0,0
C02619,9,118742,56565,62177,88,0.36,0,0
C02619,10,129634,44576,85058,84,0.26,0,0
C02619,11,122585,115600,6985,60,0.21,1,0
C02619,12,127381,47480,79901,84,0.29,0,0
C02620,1,110476,70530,39946,58,0.24,0,0
C02620,2,184033,84356,99677,61,0.21,0,0
C02620,3,105226,89806,15420,60,0.38,0,0
C02620,4,115759,70731,45028,52,0.39,0,0
C02620,5,165726,149500,16226,34,0.49,1,0
C02620,6,141782,72147,69635,52,0.42,0,0
C02620,7,175923,88507,87416,56,0.34,0,0
C02620,8,109871,76414,33457,57,0.25,0,0
C02620,9,103692,93339,10353,57,0.42,0,0
C02620,10,156058,76651,79407,55,0.43,0,0
C02620,11,155419,96139,59280,54,0.45,0,0
C02620,12,147935,79258,68677,56,0.25,0,0
C02621,1,1218,3522,-2304,31,0.86,1,1
C02621,2,1844,1128,716,61,0.41,0,0
C02621,3,1395,2262,-867,45,0.64,1,1
C02621,4,701,1207,-506,57,0.49,0,1
C02621,5,1097,2945,-1848,33,0.49,1,1
C02621,6,1622,1392,230,55,0.83,0,0
C02621,7,702,1094,-392,54,0.53,0,1
C02621,8,845,1083,-238,55,0.82,0,1
C02621,9,838,1242,-404,59,0.87,0,1
C02621,10,1869,1087,782,58,0.58,0,0
C02621,11,1391,1271,120,52,0.89,0,0
C02621,12,1932,2185,-253,22,0.62,1,1
C02622,1,101784,58849,42935,96,0.25,0,0
C02622,2,102943,46900,56043,93,0.29,0,0
C02622,3,95054,43642,51412,92,0.35,0,0
C02622,4,97209,88943,8266,69,0.42,1,0
C02622,5,98379,43617,54762,99,0.23,0,0
C02622,6,103185,79474,23711,75,0.29,1,0
C02622,7,104343,51594,52749,95,0.26,0,0
C02622,8,97969,51522,46447,96,0.41,0,0
C02622,9,98297,45273,53024,100,0.35,0,0
C02622,10,96037,53225,42812,93,0.39,0,0
C02622,11,97433,58778,38655,92,0.44,0,0
C02622,12,100405,48481,51924,95,0.25,0,0
C02623,1,104434,67363,37071,99,0.4,0,0
C02623,2,107939,53691,54248,100,0.28,0,0
C02623,3,107489,51546,55943,95,0.33,0,0
C02623,4,111063,54137,56926,97,0.26,0,0
C02623,5,104926,56954,47972,100,0.35,0,0
C02623,6,105590,55438,50152,97,0.45,0,0
C02623,7,111883,48779,63104,96,0.25,0,0
C02623,8,111408,53755,57653,100,0.36,0,0
C02623,9,112821,50308,62513,95,0.32,0,0
C02623,10,108433,55335,53098,96,0.27,0,0
C02623,11,109058,59304,49754,97,0.21,0,0
C02623,12,109468,46909,62559,96,0.41,0,0
C02624,1,123285,64029,59256,78,0.42,0,0
C02624,2,121338,62047,59291,78,0.36,0,0
C02624,3,121940,80028,41912,86,0.25,0,0
C02624,4,126607,65431,61176,79,0.33,0,0
C02624,5,128872,60650,68222,88,0.47,0,0
C02624,6,129258,84758,44500,78,0.2,0,0
C02624,7,130041,86302,43739,84,0.27,0,0
C02624,8,126172,86922,39250,87,0.44,0,0
C02624,9,127820,85828,41992,87,0.28,0,0
C02624,10,125086,73233,51853,83,0.24,0,0
C02624,11,130786,89818,40968,79,0.45,0,0
C02624,12,118821,118006,815,61,0.21,1,0
C02625,1,21152,26957,-5805,60,0.42,0,1
C02625,2,30682,20886,9796,61,0.64,0,0
C02625,3,13775,39392,-25617,45,0.59,1,1
C02625,4,19857,21921,-2064,52,0.72,0,1
C02625,5,13514,20503,-6989,56,0.78,0,1
C02625,6,24118,22544,1574,54,0.42,0,0
C02625,7,15240,23424,-8184,59,0.45,0,1
C02625,8,29080,20686,8394,56,0.42,0,0
C02625,9,21958,23928,-1970,55,0.4,0,1
C02625,10,23354,31763,-8409,31,0.48,1,1
C02625,11,16582,42005,-25423,48,0.88,1,1
C02625,12,21460,26964,-5504,61,0.43,0,1
C02626,1,94868,81059,13809,44,0.29,1,0
C02626,2,98737,41369,57368,69,0.49,0,0
C02626,3,91465,42620,48845,70,0.4,0,0
C02626,4,130385,44111,86274,71,0.5,0,0
C02626,5,86135,77226,8909,54,0.32,1,0
C02626,6,97199,52177,45022,66,0.47,0,0
C02626,7,100123,42930,57193,69,0.41,0,0
C02626,8,103925,51092,52833,73,0.22,0,0
C02626,9,108928,64042,44886,34,0.24,1,0
C02626,10,92929,49021,43908,64,0.4,0,0
C02626,11,123242,55297,67945,72,0.38,0,0
C02626,12,123291,50652,72639,72,0.35,0,0
C02627,1,141211,67684,73527,78,0.21,0,0
C02627,2,138072,51373,86699,78,0.28,0,0
C02627,3,133846,53161,80685,83,0.24,0,0
C02627,4,132215,68376,63839,80,0.46,0,0
C02627,5,138704,72722,65982,82,0.34,0,0
C02627,6,131889,66346,65543,82,0.49,0,0
C02627,7,130174,55915,74259,77,0.37,0,0
C02627,8,132709,123010,9699,51,0.48,1,0
C02627,9,136977,71290,65687,84,0.33,0,0
C02627,10,133825,57299,76526,84,0.23,0,0
C02627,11,139672,68652,71020,77,0.4,0,0
C02627,12,131110,69510,61600,76,0.34,0,0
C02628,1,93608,55951,37657,100,0.32,0,0
C02628,2,90795,61778,29017,100,0.24,0,0
C02628,3,94656,54606,40050,92,0.38,0,0
C02628,4,93707,54477,39230,98,0.25,0,0
C02628,5,89754,60576,29178,99,0.28,0,0
C02628,6,93290,58565,34725,97,0.29,0,0
C02628,7,95446,63734,31712,93,0.5,0,0
C02628,8,89623,62055,27568,95,0.43,0,0
C02628,9,90413,60654,29759,98,0.29,0,0
C02628,10,91884,59384,32500,96,0.33,0,0
C02628,11,89564,62622,26942,94,0.42,0,0
C02628,12,89878,70707,19171,92,0.34,0,0
C02629,1,7705,9566,-1861,56,0.52,0,1
C02629,2,9145,9763,-618,50,0.48,0,1
C02629,3,7242,10113,-2871,51,0.89,0,1
C02629,4,6737,9268,-2531,54,0.57,0,1
C02629,5,9945,7207,2738,53,0.76,0,0
C02629,6,7028,7318,-290,57,0.45,0,1
C02629,7,8622,7830,792,55,0.54,0,0
C02629,8,7776,9101,-1325,58,0.48,0,1
C02629,9,14168,7341,6827,58,0.53,0,0
C02629,10,14190,7307,6883,53,0.83,0,0
C02629,11,6226,7943,-1717,52,0.77,0,1
C02629,12,13561,10132,3429,57,0.5,0,0
C02630,1,144046,79703,64343,83,0.12,0,0
C02630,2,144345,100918,43427,85,0.09,0,0
C02630,3,140290,171483,-31193,58,0.19,1,1
C02630,4,149285,71809,77476,89,0.1,0,0
C02630,5,140607,98857,41750,83,0.09,0,0
C02630,6,142730,85684,57046,85,0.07,0,0
C02630,7,148783,69936,78847,84,0.13,0,0
C02630,8,146794,91080,55714,86,0.2,0,0
C02630,9,145308,95312,49996,92,0.1,0,0
C02630,10,142261,95976,46285,90,0.1,0,0
C02630,11,149127,83759,65368,83,0.12,0,0
C02630,12,140200,79591,60609,84,0.12,0,0
C02631,1,61739,46392,15347,94,0.2,0,0
C02631,2,60105,40541,19564,90,0.3,0,0
C02631,3,61439,42635,18804,91,0.48,0,0
C02631,4,61434,97144,-35710,66,0.32,1,1
C02631,5,59948,37894,22054,92,0.43,0,0
C02631,6,58696,43317,15379,88,0.47,0,0
C02631,7,57667,40903,16764,88,0.39,0,0
C02631,8,60374,45708,14666,88,0.38,0,0
C02631,9,60931,67494,-6563,68,0.34,1,1
C02631,10,62226,52644,9582,85,0.22,0,0
C02631,11,60393,44702,15691,85,0.48,0,0
C02631,12,62401,46902,15499,92,0.49,0,0
C02632,1,91861,40867,50994,100,0.49,0,0
C02632,2,89076,40938,48138,100,0.48,0,0
C02632,3,91277,45740,45537,100,0.31,0,0
C02632,4,88542,54343,34199,100,0.4,0,0
C02632,5,88095,38350,49745,100,0.49,0,0
C02632,6,94398,54035,40363,96,0.28,0,0
C02632,7,89348,55132,34216,99,0.37,0,0
C02632,8,92861,52214,40647,96,0.31,0,0
C02632,9,90685,74952,15733,79,0.36,1,0
C02632,10,92286,56932,35354,94,0.4,0,0
C02632,11,89388,38817,50571,100,0.46,0,0
C02632,12,87401,38834,48567,96,0.27,0,0
C02633,1,53671,47967,5704,100,0.27,0,0
C02633,2,55112,41588,13524,98,0.38,0,0
C02633,3,52504,46848,5656,96,0.29,0,0
C02633,4,53779,48424,5355,98,0.23,0,0
C02633,5,53140,37881,15259,93,0.42,0,0
C02633,6,55969,32758,23211,94,0.26,0,0
C02633,7,51271,42958,8313,95,0.46,0,0
C02633,8,55212,41918,13294,94,0.47,0,0
C02633,9,54996,46138,8858,97,0.27,0,0
C02633,10,54422,39383,15039,96,0.21,0,0
C02633,11,56093,48565,7528,99,0.25,0,0
C02633,12,52506,33675,18831,100,0.22,0,0
C02634,1,148096,51009,97087,72,0.35,0,0
C02634,2,111469,64115,47354,69,0.31,0,0
C02634,3,144983,69443,75540,68,0.34,0,0
C02634,4,138846,57609,81237,66,0.5,0,0
C02634,5,109230,67779,41451,66,0.3,0,0
C02634,6,114204,68897,45307,69,0.38,0,0
C02634,7,111620,71683,39937,67,0.47,0,0
C02634,8,156808,74378,82430,74,0.4,0,0
C02634,9,97616,55369,42247,76,0.25,0,0
C02634,10,165375,74187,91188,74,0.41,0,0
C02634,11,131715,51175,80540,76,0.45,0,0
C02634,12,136290,64580,71710,73,0.28,0,0
C02635,1,77920,49867,28053,75,0.42,0,0
C02635,2,73365,42203,31162,72,0.32,0,0
C02635,3,77842,50497,27345,76,0.45,0,0
C02635,4,72672,56728,15944,79,0.38,0,0
C02635,5,76386,60671,15715,75,0.45,0,0
C02635,6,72684,47715,24969,73,0.28,0,0
C02635,7,77805,54375,23430,82,0.21,0,0
C02635,8,78687,55498,23189,78,0.28,0,0
C02635,9,79039,48914,30125,77,0.47,0,0
C02635,10,73902,48183,25719,74,0.5,0,0
C02635,11,77176,90614,-13438,60,0.27,1,1
C02635,12,74253,45609,28644,77,0.48,0,0
C02636,1,133723,74636,59087,97,0.27,0,0
C02636,2,126384,200865,-74481,78,0.43,1,1
C02636,3,128791,82127,46664,99,0.25,0,0
C02636,4,136214,71489,64725,95,0.23,0,0
C02636,5,135945,61304,74641,99,0.39,0,0
C02636,6,138804,79038,59766,94,0.36,0,0
C02636,7,126297,70390,55907,93,0.39,0,0
C02636,8,136336,76908,59428,96,0.34,0,0
C02636,9,128103,83766,44337,100,0.29,0,0
C02636,10,134701,72052,62649,99,0.23,0,0
C02636,11,134927,76689,58238,100,0.5,0,0
C02636,12,134156,69652,64504,99,0.36,0,0
C02637,1,6256,11802,-5546,42,0.54,0,1
C02637,2,5624,8899,-3275,40,0.51,0,1
C02637,3,12164,23895,-11731,21,0.59,1,1
C02637,4,11137,10370,767,42,0.46,0,0
C02637,5,8762,11603,-2841,41,0.74,0,1
C02637,6,10354,8690,1664,41,0.4,0,0
C02637,7,12610,11170,1440,42,0.62,0,0
C02637,8,8583,11462,-2879,48,0.61,0,1
C02637,9,13414,18508,-5094,30,0.52,1,1
C02637,10,7691,11190,-3499,49,0.71,0,1
C02637,11,4826,11793,-6967,41,0.55,0,1
C02637,12,5518,10579,-5061,42,0.52,0,1
C02638,1,12202,11937,265,83,0.71,0,0
C02638,2,21948,13565,8383,83,0.45,0,0
C02638,3,19473,12632,6841,76,0.63,0,0
C02638,4,23681,9668,14013,79,0.78,0,0
C02638,5,19851,10413,9438,79,0.4,0,0
C02638,6,18006,26559,-8553,71,0.84,1,1
C02638,7,19377,9837,9540,82,0.77,0,0
C02638,8,22485,10713,11772,78,0.6,0,0
C02638,9,10506,10141,365,82,0.76,0,0
C02638,10,22413,11826,10587,79,0.88,0,0
C02638,11,21365,10511,10854,78,0.45,0,0
C02638,12,20036,26126,-6090,62,0.48,1,1
C02639,1,128417,88308,40109,82,0.31,0,0
C02639,2,162369,95798,66571,84,0.46,0,0
C02639,3,125611,168396,-42785,55,0.38,1,1
C02639,4,97834,90498,7336,80,0.21,0,0
C02639,5,159615,84762,74853,80,0.25,0,0
C02639,6,149833,82189,67644,80,0.3,0,0
C02639,7,110799,87630,23169,77,0.46,0,0
C02639,8,136201,65113,71088,80,0.47,0,0
C02639,9,134846,76511,58335,84,0.41,0,0
C02639,10,96896,74327,22569,77,0.5,0,0
C02639,11,137445,89889,47556,78,0.38,0,0
C02639,12,96792,84406,12386,82,0.39,0,0
C02640,1,62863,38266,24597,85,0.18,0,0
C02640,2,57921,33819,24102,82,0.16,0,0
C02640,3,63570,33636,29934,82,0.13,0,0
C02640,4,60858,43479,17379,87,0.07,0,0
C02640,5,63386,34773,28613,87,0.11,0,0
C02640,6,63394,41450,21944,81,0.11,0,0
C02640,7,61802,42446,19356,88,0.17,0,0
C02640,8,59040,41582,17458,80,0.14,0,0
C02640,9,59250,33872,25378,88,0.08,0,0
C02640,10,57952,32004,25948,81,0.19,0,0
C02640,11,61295,33533,27762,81,0.21,0,0
C02640,12,58924,31234,27690,85,0.19,0,0
C02641,1,277256,108559,168697,88,0.34,0,0
C02641,2,186036,113073,72963,86,0.39,0,0
C02641,3,201244,117242,84002,92,0.26,0,0
C02641,4,258823,123702,135121,89,0.48,0,0
C02641,5,184302,91915,92387,85,0.27,0,0
C02641,6,218933,124932,94001,84,0.28,0,0
C02641,7,199064,130261,68803,86,0.23,0,0
C02641,8,164729,94174,70555,87,0.35,0,0
C02641,9,224755,114911,109844,84,0.43,0,0
C02641,10,194829,204211,-9382,76,0.38,1,1
C02641,11,183629,89748,93881,84,0.22,0,0
C02641,12,253066,90358,162708,87,0.44,0,0
C02642,1,84908,49204,35704,74,0.27,0,0
C02642,2,84508,49234,35274,84,0.49,0,0
C02642,3,85584,54510,31074,79,0.23,0,0
C02642,4,79091,113415,-34324,48,0.2,1,1
C02642,5,82722,49108,33614,74,0.45,0,0
C02642,6,86235,58981,27254,78,0.34,0,0
C02642,7,79060,55854,23206,81,0.29,0,0
C02642,8,81188,53388,27800,79,0.27,0,0
C02642,9,86236,60501,25735,75,0.28,0,0
C02642,10,80667,62707,17960,75,0.24,0,0
C02642,11,80338,59995,20343,75,0.4,0,0
C02642,12,80278,59927,20351,75,0.34,0,0
C02643,1,54305,30764,23541,90,0.41,0,0
C02643,2,54613,31148,23465,86,0.45,0,0
C02643,3,53929,38402,15527,95,0.47,0,0
C02643,4,52393,67175,-14782,61,0.3,1,1
C02643,5,51839,45516,6323,65,0.46,1,0
C02643,6,52657,35949,16708,88,0.39,0,0
C02643,7,53482,52763,719,57,0.49,1,0
C02643,8,53755,34973,18782,87,0.28,0,0
C02643,9,50342,34623,15719,86,0.38,0,0
C02643,10,51347,29789,21558,87,0.27,0,0
C02643,11,52383,26597,25786,93,0.32,0,0
C02643,12,50384,32872,17512,88,0.2,0,0
C02644,1,58875,25752,33123,71,0.11,0,0
C02644,2,55956,21037,34919,72,0.07,0,0
C02644,3,57510,27821,29689,78,0.1,0,0
C02644,4,57043,22619,34424,78,0.21,0,0
C02644,5,56695,21271,35424,75,0.11,0,0
C02644,6,60322,20162,40160,75,0.17,0,0
C02644,7,56410,28001,28409,73,0.21,0,0
C02644,8,57523,21791,35732,75,0.13,0,0
C02644,9,61244,26312,34932,76,0.11,0,0
C02644,10,57334,26328,31006,72,0.17,0,0
C02644,11,61396,26553,34843,71,0.06,0,0
C02644,12,59503,24084,35419,80,0.08,0,0
C02645,1,98797,65159,33638,100,0.21,0,0
C02645,2,95336,54474,40862,96,0.4,0,0
C02645,3,98546,58364,40182,94,0.31,0,0
C02645,4,98098,63526,34572,95,0.35,0,0
C02645,5,101403,58979,42424,94,0.46,0,0
C02645,6,96582,75079,21503,95,0.33,0,0
C02645,7,96538,70131,26407,99,0.46,0,0
C02645,8,97530,63338,34192,95,0.29,0,0
C02645,9,97176,79786,17390,96,0.27,0,0
C02645,10,101661,58627,43034,99,0.45,0,0
C02645,11,96128,56178,39950,95,0.29,0,0
C02645,12,96299,62685,33614,100,0.26,0,0
C02646,1,5805,10859,-5054,63,0.85,0,1
C02646,2,9371,10958,-1587,61,0.51,0,1
C02646,3,11201,11840,-639,68,0.72,0,1
C02646,4,8660,13018,-4358,62,0.47,0,1
C02646,5,6876,12219,-5343,71,0.7,0,1
C02646,6,13323,9237,4086,64,0.45,0,0
C02646,7,7033,11391,-4358,68,0.77,0,1
C02646,8,10282,9496,786,63,0.77,0,0
C02646,9,6003,9750,-3747,61,0.45,0,1
C02646,10,6051,12173,-6122,66,0.72,0,1
C02646,11,10026,11874,-1848,65,0.66,0,1
C02646,12,12104,24459,-12355,38,0.81,1,1
C02647,1,16528,24879,-8351,57,0.69,0,1
C02647,2,19111,28170,-9059,60,0.57,0,1
C02647,3,22660,21059,1601,59,0.54,0,0
C02647,4,19148,20147,-999,66,0.51,0,1
C02647,5,17049,25482,-8433,56,0.78,0,1
C02647,6,23350,24317,-967,60,0.53,0,1
C02647,7,13498,26662,-13164,60,0.79,0,1
C02647,8,12831,27026,-14195,56,0.43,0,1
C02647,9,26077,55289,-29212,42,0.44,1,1
C02647,10,18789,20404,-1615,60,0.62,0,1
C02647,11,22057,23990,-1933,58,0.56,0,1
C02647,12,23825,21845,1980,59,0.43,0,0
C02648,1,77041,59997,17044,77,0.46,0,0
C02648,2,71545,83832,-12287,63,0.42,1,1
C02648,3,72612,48902,23710,72,0.35,0,0
C02648,4,73537,49947,23590,74,0.4,0,0
C02648,5,72158,55203,16955,78,0.46,0,0
C02648,6,73007,52188,20819,75,0.42,0,0
C02648,7,74065,61993,12072,71,0.2,0,0
C02648,8,73260,45118,28142,71,0.23,0,0
C02648,9,76481,50157,26324,78,0.35,0,0
C02648,10,77714,56429,21285,81,0.37,0,0
C02648,11,75486,59920,15566,80,0.48,0,0
C02648,12,73463,61357,12106,73,0.35,0,0
C02649,1,85093,61333,23760,82,0.42,0,0
C02649,2,88090,57239,30851,87,0.28,0,0
C02649,3,82054,52936,29118,86,0.2,0,0
C02649,4,81280,71977,9303,92,0.29,0,0
C02649,5,82123,52567,29556,92,0.42,0,0
C02649,6,83316,50146,33170,84,0.39,0,0
C02649,7,82196,60029,22167,91,0.43,0,0
C02649,8,87994,72670,15324,90,0.36,0,0
C02649,9,80802,58481,22321,89,0.44,0,0
C02649,10,85840,57661,28179,86,0.34,0,0
C02649,11,84402,60079,24323,92,0.4,0,0
C02649,12,84108,63721,20387,90,0.42,0,0
C02650,1,75084,54573,20511,100,0.34,0,0
C02650,2,76764,49338,27426,98,0.34,0,0
C02650,3,77916,66225,11691,69,0.31,1,0
C02650,4,76345,46203,30142,91,0.43,0,0
C02650,5,79160,37357,41803,97,0.3,0,0
C02650,6,77696,40570,37126,98,0.24,0,0
C02650,7,78265,38776,39489,97,0.37,0,0
C02650,8,76654,46749,29905,93,0.41,0,0
C02650,9,80510,49916,30594,95,0.34,0,0
C02650,10,78239,44005,34234,91,0.49,0,0
C02650,11,74383,50505,23878,93,0.4,0,0
C02650,12,76274,122646,-46372,83,0.34,1,1
C02651,1,29300,25200,4100,62,0.2,0,0
C02651,2,38989,31587,7402,65,0.25,0,0
C02651,3,38896,26921,11975,64,0.41,0,0
C02651,4,41696,33549,8147,67,0.22,0,0
C02651,5,30170,27622,2548,70,0.33,0,0
C02651,6,44566,34038,10528,67,0.41,0,0
C02651,7,44279,25019,19260,69,0.21,0,0
C02651,8,36910,33279,3631,70,0.25,0,0
C02651,9,36453,32873,3580,62,0.31,0,0
C02651,10,46647,24405,22242,67,0.36,0,0
C02651,11,50410,26879,23531,62,0.36,0,0
C02651,12,39706,26029,13677,60,0.21,0,0
C02652,1,123047,87089,35958,76,0.44,0,0
C02652,2,120825,84776,36049,84,0.26,0,0
C02652,3,121163,88038,33125,82,0.44,0,0
C02652,4,128844,85930,42914,77,0.33,0,0
C02652,5,131405,81222,50183,81,0.39,0,0
C02652,6,128434,82779,45655,76,0.5,0,0
C02652,7,129357,86943,42414,83,0.23,0,0
C02652,8,124764,75973,48791,78,0.5,0,0
C02652,9,126581,61357,65224,84,0.43,0,0
C02652,10,124047,69152,54895,79,0.27,0,0
C02652,11,129859,60223,69636,82,0.35,0,0
C02652,12,129487,60878,68609,84,0.27,0,0
C02653,1,5605,4750,855,78,0.32,0,0
C02653,2,8465,4066,4399,72,0.3,0,0
C02653,3,8777,3559,5218,73,0.26,0,0
C02653,4,6803,3649,3154,73,0.36,0,0
C02653,5,4037,4520,-483,78,0.5,0,1
C02653,6,7239,4011,3228,74,0.48,0,0
C02653,7,8847,3215,5632,68,0.45,0,0
C02653,8,8184,4547,3637,71,0.28,0,0
C02653,9,5143,4529,614,69,0.26,0,0
C02653,10,7250,4019,3231,77,0.34,0,0
C02653,11,4845,4314,531,77,0.44,0,0
C02653,12,7897,4688,3209,70,0.22,0,0
C02654,1,61153,67283,-6130,68,0.23,0,1
C02654,2,60309,82072,-21763,74,0.23,0,1
C02654,3,76353,72210,4143,75,0.49,0,0
C02654,4,86884,58645,28239,70,0.5,0,0
C02654,5,63413,57175,6238,70,0.48,0,0
C02654,6,99605,79626,19979,71,0.38,0,0
C02654,7,74119,62717,11402,69,0.4,0,0
C02654,8,72025,79251,-7226,76,0.41,0,1
C02654,9,101011,72169,28842,68,0.37,0,0
C02654,10,87584,73270,14314,72,0.33,0,0
C02654,11,73793,62029,11764,68,0.32,0,0
C02654,12,83430,77626,5804,75,0.34,0,0
C02655,1,104775,82933,21842,78,0.21,0,0
C02655,2,104700,79020,25680,81,0.24,0,0
C02655,3,110470,69542,40928,74,0.46,0,0
C02655,4,109362,71693,37669,77,0.39,0,0
C02655,5,112814,94923,17891,75,0.33,0,0
C02655,6,113381,79800,33581,82,0.28,0,0
C02655,7,111946,77598,34348,80,0.43,0,0
C02655,8,104374,82965,21409,77,0.36,0,0
C02655,9,109117,84414,24703,83,0.27,0,0
C02655,10,106320,68819,37501,82,0.47,0,0
C02655,11,108361,73511,34850,81,0.28,0,0
C02655,12,107027,91510,15517,74,0.27,0,0
C02656,1,153443,120833,32610,66,0.37,0,0
